Strain,Clade,preserve
Argentina/INEI098490/2020,20B,0
Argentina/INEI098437/2020,20B,0
Argentina/INEI098558/2020,20B,0
Argentina/INEI097697/2020,20B,0
Argentina/INEI095421/2020,20B,0
Argentina/INEI095579/2020,20B,0
Argentina/INEI098414/2020,20B,0
Argentina/INEI098603/2020,20B,0
Australia/WA446/2020,20B,0
Ecuador/EC-G-5289/2020,20B,0
Serbia/Kikinda-000201303/2020,20B,0
HongKong/HKU-200723-098/2020,20B,0
USA/MA-MASPHL-01235/2020,20B,0
Luxembourg/LNS1014689/2020,20B,0
Tunisia/11-MHT_8/2020,20B,0
Tunisia/ADAGE-18245/2020,20B,0
CostaRica/INC-0234/2021,20B,0
UnitedArabEmirates/0677/2020,20B,0
Congo/Q001C116AO_2101-TM-r1-030/2021,20B,0
Crimea/RII-MH9362S/2020,20B,0
Russia/KAM-RII-MH12143S/2020,20B,0
Nigeria/FC-CV355/2020,20B,0
Madagascar/VIRO-33698/2020,20B,0
Finland/14CB12/2020,20B,0
Finland/16CH7/2020,20B,0
BosniaandHerzegovina/ChVir7361/2020,20B,0
Portugal/PT1739/2020,20B,0
Portugal/PT1719/2020,20B,0
Romania/USAFSAM-S541/2020,20B,0
Romania/ROSV_33890/2021,20B,0
Greece/8540_HPI/2020,20B,0
Ecuador/EC-G-2565/2020,20B,0
Qingdao/IVDC-01-01/2020,20B,0
Spain/MD-IBV-99008756/2020,20B,0
UnitedArabEmirates/3724/2020,20B,0
UnitedArabEmirates/skmc-359399/2020,20B,0
HongKong/CM20000499/2020,20B,0
Philippines/PH-RITM-0024/2020,20B,0
Philippines/PH-RITM-0032/2020,20B,0
Australia/ACT0094/2020,20B,0
Taiwan/NTU44/2020,20B,0
SriLanka/COV53/2020,20B,0
Bolivia/26954/2020,20B,0
Vietnam/VNHN_4875/2020,20B,0
SouthKorea/KDCA0135/2020,20B,0
Denmark/DCGC-8098/2020,20B,0
Australia/WA601/2021,20B,0
Zambia/ZMB-42574/2020,20B,0
Indonesia/JK-NIHRD-MI43269/2020,20B,0
Lithuania/C20-05-R8/2020,20B,0
UnitedArabEmirates/1849/2020,20B,0
Colombia/PUT-INS-CVN2151/2020,20B,0
USA/ME-HETL-J0442/2020,20B,0
Ghana/WACCBIP-GS100/2021,20B,0
Thailand/Bangkok-CONI-0326/2020,20B,0
NewZealand/20VR1964/2020,20B,0
Latvia/169/2020,20B,0
Turkey/HSGM-AD16/2020,20B,0
UnitedArabEmirates/skmc-344205/2020,20B,0
USA/NJ-CDC-STM-000008051/2021,20B,0
USA/CT-Yale-570/2020,20B,0
USA/CT-Yale-526/2020,20B,0
USA/CT-Yale-523/2020,20B,0
USA/CT-Yale-510/2020,20B,0
USA/CT-Yale-518/2020,20B,0
India/WB-S2/2020,20B,0
Latvia/021/2020,20B,0
NewZealand/20VR0712/2020,20B,0
HongKong/VM20009579/2020,20B,0
Jordan/SR-055/2020,20B,0
NewZealand/20VR2101/2020,20B,0
Russia/MOW-RII-MH1997S/2020,20B,0
Nigeria/EK254-CV60/2020,20B,0
Nigeria/EK220-CV54/2020,20B,0
CostaRica/INC-0055/2020,20B,0
Ghana/UHAS-V873/2020,20B,0
Canada/ON-SC0252/2020,20B,0
Philippines/PH-RITM-0019/2020,20B,0
BosniaandHerzegovina/01-Livno/2020,20B,0
Latvia/261/2021,20B,0
Latvia/262/2021,20B,0
Ecuador/EC-G-5355/2020,20B,0
Azerbaijan/Aghayev-07/2021,20B,0
England/CAMC-B0AFB3/2020,20B,0
Poland/349601021_diag1_gx1/2020,20B,0
Iceland/6514/2020,20B,0
Austria/CeMM1534/2020,20B,0
Poland/7995603821_diag1_gx1/2020,20B,0
Poland/NIPH-NIH-02/2020,20B,0
Ireland/LH-NVRL-77IRL73961/2020,20B,0
Slovakia/UKBA-724/2020,20B,0
Poland/Pomorskie_MWB_21/2021,20B,0
Slovakia/UKBA-1105/2021,20B,0
Slovakia/UKBA-412/2020,20B,0
Slovakia/UKBA-709/2020,20B,0
Slovakia/UKBA-710/2020,20B,0
Bangladesh/BCSIR-NILMRC-052/2020,20B,0
Portugal/PT1527/2020,20B,0
Portugal/PT1546/2020,20B,0
Argentina/PAIS-G0006/2020,20B,0
Taiwan/CGMH-CGU-31/2020,20B,0
USA/MN-MDH-2126/2020,20B,0
Mozambique/INS-K007969/2020,20B,0
Indonesia/JB-EIJK59/2020,20B,0
Sweden/20-53258/2020,20B,0
Germany/BE-ChVir-D1935-5099/2020,20B,0
Australia/SAP550/2020,20B,0
Australia/SAP549/2020,20B,0
Australia/SAP551/2020,20B,0
NewZealand/20CV0284/2020,20B,0
NewZealand/20CV0285/2020,20B,0
NewZealand/20VR3066/2020,20B,0
India/GJ-GBRC-455b/2020,20B,0
Nigeria/CV648/2021,20B,0
Iran/Tehran-06/2020,20B,0
Ecuador/178632/2021,20B,0
Ecuador/178328/2021,20B,0
Ecuador/178343/2021,20B,0
Turkey/Ankara_GUMV_41954/2020,20B,0
Norway/7285/2020,20B,0
Norway/7424/2020,20B,0
Norway/0642/2021,20B,0
Nigeria/ED1010-CV215/2020,20B,0
Italy/APU-IZSPB-189PT/2020,20B,0
SouthAfrica/KRISP-K004015/2020,20B,0
Zambia/ZMB-32768/2020,20B,0
Taiwan/NTU30/2020,20B,0
SouthAfrica/KRISP-K005316/2020,20B,0
SouthAfrica/KRISP-K004557/2020,20B,0
SouthAfrica/KRISP-0284/2020,20B,0
SouthAfrica/KRISP-0282/2020,20B,0
SouthAfrica/KRISP-K004539/2020,20B,0
Botswana/CV1807054/2021,20B,0
Ecuador/EC-G-2512/2020,20B,0
Latvia/042/2020,20B,0
Australia/SAP532/2020,20B,0
Singapore/166/2021,20B,0
India/KA-NIMH-SEQ-161/2021,20B,0
India/KA-NIMH-SEQ-167/2021,20B,0
BurkinaFaso/608/2020,20B,0
BurkinaFaso/2-035-1347/2020,20B,0
BurkinaFaso/3970/2020,20B,0
BurkinaFaso/2828/2020,20B,0
BurkinaFaso/4202/2020,20B,0
NorthMacedonia/29155/2020,20B,0
NorthMacedonia/3253/2021,20B,0
USA/NM-DOH-2020519346/2020,20B,0
Australia/NSW1438/2021,20B,0
Australia/NSW1442/2021,20B,0
Australia/NSW1474/2021,20B,0
Australia/NSW1424/2021,20B,0
Russia/MOS-CRIE-7210452/2020,20B,0
Russia/SPE-RII-MH13737S/2021,20B,0
SierraLeone/KGH-G-8549/2020,20B,0
SouthKorea/KDCA0342/2020,20B,0
Azerbaijan/Aghayev-08/2021,20B,0
Azerbaijan/Aghayev-06/2021,20B,0
SouthAfrica/KRISP-K004338/2020,20B,0
SouthAfrica/KRISP-K003708/2020,20B,0
NewZealand/21CV0004/2021,20B,0
Chile/RM-207982/2020,20B,0
Chile/RM-157813/2020,20B,0
Chile/RM-208466/2020,20B,0
England/OXON-F4A0B0/2021,20B,0
Australia/SAP523/2020,20B,0
Chile/RM-157770/2020,20B,0
Bangladesh/CU-CTG-04/2020,20B,0
Peru/LIM-UPCH-0364/2020,20B,0
Ecuador/EC-M-143748/2020,20B,0
UnitedArabEmirates/1991/2020,20B,0
SouthAfrica/NHLS-UCT-GS-2736/2020,20B,0
Bangladesh/CHRF-0102/2020,20B,0
Peru/LIM-UPCH-0295/2020,20B,0
Beijing/IVDC-01-06/2020,20B,0
Colombia/CAQ-INS-003003/2020,20B,0
Colombia/NAR-INS-IP004/2020,20B,0
Colombia/NAR-INS-IP005/2020,20B,0
Belarus/ChVir21832/2020,20B,0
USA/OR-OHSU-3715/2020,20B,0
Tunisia/11-MHT_10/2020,20B,0
USA/NV-NSPHL-A0205/2020,20B,0
Peru/LIM-INS-174/2021,20B,0
USA/MT-CDC-2-3773526/2020,20B,0
NewZealand/20CV0500/2020,20B,0
NewZealand/20CV0474/2020,20B,0
NewZealand/20CV0499/2020,20B,0
NewZealand/20CV0496/2020,20B,0
Russia/SPE-RII-MH13144S/2021,20B,0
Russia/MOS-CRIE-7602088531/2020,20B,0
Iceland/3994/2021,20B,0
Norway/5393/2020,20B,0
Poland/NIPH-NIH-08/2020,20B,0
Poland/NIPH-NIH-05/2020,20B,0
Taiwan/CGMH-CGU-40/2020,20B,0
Belgium/rega-1609/2021,20B,0
USA/NY-PRL-2021_0210_04G06/2021,20B,0
Italy/FVG-ASUFC-23/2021,20B,0
Kuwait/SKS00105-JAH/2020,20I/501Y.V1,0
Portugal/PT2112/2020,20I/501Y.V1,0
Brazil/DF-1025/2020,20I/501Y.V1,0
Spain/CT-HUVH-Bellvitge20894/2021,20I/501Y.V1,0
Brazil/SP-1045/2021,20I/501Y.V1,0
Argentina/PAIS-E0126/2020,20I/501Y.V1,0
Australia/SAP593/2020,20I/501Y.V1,0
Australia/VIC18009/2020,20I/501Y.V1,0
Italy/CAM-TIGEM-179/2020,20I/501Y.V1,0
Ecuador/USFQ-736/2021,20I/501Y.V1,0
Ecuador/USFQ-737/2021,20I/501Y.V1,0
Netherlands/un-EMC-843/2020,20I/501Y.V1,0
Romania/B-2303/2021,20I/501Y.V1,0
UnitedArabEmirates/4302/2020,20I/501Y.V1,0
SriLanka/QA31/2021,20I/501Y.V1,0
France/un-21022010180/2021,20I/501Y.V1,0
Jamaica/JAM47542/2020,20I/501Y.V1,0
Israel/CVL-933ngs/2020,20I/501Y.V1,0
Italy/LIG-103333331/2021,20I/501Y.V1,0
England/QEUH-11CC224/2021,20I/501Y.V1,0
SriLanka/CMC60514/2020,20I/501Y.V1,0
Israel/CVL-1597/2021,20I/501Y.V1,0
Israel/CVL-1588/2021,20I/501Y.V1,0
Israel/CVL-2084/2021,20I/501Y.V1,0
Australia/WA591/2020,20I/501Y.V1,0
Pakistan/MU-NIH-K14/2020,20I/501Y.V1,0
Belgium/AZDelta14325-2105R/2021,20I/501Y.V1,0
Luxembourg/LNS0791046/2021,20I/501Y.V1,0
NewZealand/21CV0011/2021,20I/501Y.V1,0
Ireland/D-NVRL-21IRL17675/2021,20I/501Y.V1,0
England/ALDP-1201BCD/2021,20I/501Y.V1,0
Pakistan/MU-NIH-K53/2020,20I/501Y.V1,0
England/CAMC-1234C37/2021,20I/501Y.V1,0
Jordan/AM-ALSR-5830/2020,20I/501Y.V1,0
Canada/NS-NML-5167/2020,20I/501Y.V1,0
Australia/VIC18098/2021,20I/501Y.V1,0
Netherlands/NH-RIVM-21217/2020,20I/501Y.V1,0
NewZealand/21CV0012/2021,20I/501Y.V1,0
Belgium/AZDelta12045-2105R/2021,20I/501Y.V1,0
Ireland/MH-NVRL-21IRL29588/2021,20I/501Y.V1,0
Ghana/WACCBIP-GS61/2021,20I/501Y.V1,0
SaintLucia/LCA47987/2020,20I/501Y.V1,0
Sweden/RVFOI21-00192/2021,20I/501Y.V1,0
HongKong/CM20000424/2020,20I/501Y.V1,0
Australia/WA603/2021,20I/501Y.V1,0
Australia/QLD1551/2021,20I/501Y.V1,0
Romania/B-2274/2021,20I/501Y.V1,0
Jordan/AM-ALSR-5796/2021,20I/501Y.V1,0
England/ALDP-1064C8B/2021,20I/501Y.V1,0
BosniaandHerzegovina/VFS-UNSA-LMGFI014/2020,20I/501Y.V1,0
Jordan/AM-ALSR-5779/2021,20I/501Y.V1,0
Jordan/AM-ALSR-5794/2021,20I/501Y.V1,0
Jordan/AM-ALSR-5804/2021,20I/501Y.V1,0
Ghana/WACCBIP-GS75/2021,20I/501Y.V1,0
DRC/146998/2021,20I/501Y.V1,0
DRC/867/2021,20I/501Y.V1,0
Greece/CP0800981/2020,20I/501Y.V1,0
Hungary/UD-V147/2021,20I/501Y.V1,0
Hungary/UD-S51/2021,20I/501Y.V1,0
Australia/VIC18163/2021,20I/501Y.V1,0
Ghana/WACCBIP-GS66/2021,20I/501Y.V1,0
Ecuador/USFQ-582/2021,20I/501Y.V1,0
Ecuador/USFQ-581/2021,20I/501Y.V1,0
Ecuador/USFQ-578/2021,20I/501Y.V1,0
Slovakia/UKBA-505/2020,20I/501Y.V1,0
Slovakia/UKBA-508/2020,20I/501Y.V1,0
France/un-21022010413/2021,20I/501Y.V1,0
Romania/IF-2584/2021,20I/501Y.V1,0
Australia/WA582/2021,20I/501Y.V1,0
USA/MN-MDH-2701/2021,20I/501Y.V1,0
Jordan/AM-ALSR-5832/2021,20I/501Y.V1,0
Finland/53HEL/2020,20I/501Y.V1,0
Ecuador/INSPI-179112/2021,20I/501Y.V1,0
SouthAfrica/Tygerberg_531/2021,20I/501Y.V1,0
Gambia/3930/2021,20I/501Y.V1,0
Norway/7208/2020,20I/501Y.V1,0
Denmark/DCGC-35541/2021,20I/501Y.V1,0
Australia/NT97/2020,20I/501Y.V1,0
Israel/CVL-1118/2021,20I/501Y.V1,0
Germany/SH-ChVir22546/2021,20I/501Y.V1,0
Germany/SH-ChVir22575/2021,20I/501Y.V1,0
Finland/HEL4-32/2020,20I/501Y.V1,0
Finland/HEL4-16/2021,20I/501Y.V1,0
HongKong/CM20000461/2020,20I/501Y.V1,0
Ireland/D-NVRL-21IRL17691/2021,20I/501Y.V1,0
Ireland/D-NVRL-21IRL10406/2021,20I/501Y.V1,0
Ireland/D-NVRL-83IRL97470/2021,20I/501Y.V1,0
Iran/N193/2021,20I/501Y.V1,0
HongKong/VM21000371/2021,20I/501Y.V1,0
Australia/SAP602/2020,20I/501Y.V1,0
NewZealand/20CV0687/2020,20I/501Y.V1,0
Australia/QLD1489/2021,20I/501Y.V1,0
Australia/QLD1517/2021,20I/501Y.V1,0
Ireland/D-NVRL-21IRL31262/2021,20I/501Y.V1,0
Canada/QC-L00314539/2020,20I/501Y.V1,0
England/OXON-F4844D/2020,20I/501Y.V1,0
NewZealand/21CV0007/2021,20I/501Y.V1,0
Romania/B-1831/2021,20I/501Y.V1,0
Romania/B-2573/2021,20I/501Y.V1,0
England/ALDP-12206D6/2021,20I/501Y.V1,0
Turkey/HSGM-1302/2021,20I/501Y.V1,0
England/MILK-114EFF6/2021,20I/501Y.V1,0
Jordan/AM-ALSR-5829/2020,20I/501Y.V1,0
Barbados/BRB50403/2021,20I/501Y.V1,0
Australia/SAP595/2020,20I/501Y.V1,0
USA/AZ-ASPHL-3658/2021,20I/501Y.V1,0
USA/MN-MDH-2700/2021,20I/501Y.V1,0
India/KA-NIMH-SEQ-60/2020,20I/501Y.V1,0
Jordan/UK6/2020,20I/501Y.V1,0
Jordan/UK5/2020,20I/501Y.V1,0
SaintLucia/SLU51389/2021,20I/501Y.V1,0
SaintLucia/LCA51394/2021,20I/501Y.V1,0
Ireland/MH-NVRL-21IRL25852/2021,20I/501Y.V1,0
SaintLucia/LCA51396/2021,20I/501Y.V1,0
SaintLucia/LCA51395/2021,20I/501Y.V1,0
NewZealand/20CV0694/2020,20I/501Y.V1,0
Turkey/HSGM-1252/2021,20I/501Y.V1,0
Turkey/HSGM-1517/2021,20I/501Y.V1,0
NewZealand/21CV0002/2020,20I/501Y.V1,0
Australia/VIC18210/2021,20I/501Y.V1,0
Italy/ABR-IZSGC-67411/2021,20I/501Y.V1,0
Italy/ABR-IZSGC-67397/2021,20I/501Y.V1,0
Italy/ABR-IZSGC-35746/2021,20I/501Y.V1,0
Italy/ABR-IZSGC-65076/2021,20I/501Y.V1,0
Bangladesh/G039392/2021,20I/501Y.V1,0
Australia/QLD1548/2021,20I/501Y.V1,0
NewZealand/21CV0068/2021,20I/501Y.V1,0
NewZealand/21CV0067/2021,20I/501Y.V1,0
Gambia/13007/2021,20I/501Y.V1,0
USA/DE-DHSS-FLW00757375/2021,20I/501Y.V1,0
Belgium/Jessa_11-2103-007650/2021,20I/501Y.V1,0
Mexico/TAM-InDRE_236/2021,20I/501Y.V1,0
Mexico/NLE-InDRE_238/2021,20I/501Y.V1,0
DominicanRepublic/CDC-9KZX-8454/2020,20I/501Y.V1,0
France/un-21022010177/2021,20I/501Y.V1,0
Romania/Covasna-419480/2021,20I/501Y.V1,0
Australia/QLD1545/2021,20I/501Y.V1,0
Australia/QLD1539/2021,20I/501Y.V1,0
Thailand/CU-SI2106275-NT/2021,20I/501Y.V1,0
Thailand/CU-SI2106276-NT/2021,20I/501Y.V1,0
India/KA-NIMH-SEQ-109/2021,20I/501Y.V1,0
Australia/WA618/2021,20I/501Y.V1,0
Australia/WA619/2021,20I/501Y.V1,0
Brazil/SP-1044/2021,20I/501Y.V1,0
NewZealand/21CV0005/2021,20I/501Y.V1,0
Greece/CP0800976/2020,20I/501Y.V1,0
Greece/CP0794239/2020,20I/501Y.V1,0
Oman/182621/2020,20I/501Y.V1,0
Sweden/21-50379/2021,20I/501Y.V1,0
Nigeria/CV605/2020,20I/501Y.V1,0
Ghana/WACCBIP-GS69/2021,20I/501Y.V1,0
Ghana/WACCBIP-GS157/2021,20I/501Y.V1,0
Ghana/WACCBIP-GS158/2021,20I/501Y.V1,0
Ghana/WACCBIP-GS156/2021,20I/501Y.V1,0
Mexico/TAM-InDRE-94/2020,20I/501Y.V1,0
Australia/QLD1486/2020,20I/501Y.V1,0
Ghana/WACCBIP-GS147/2021,20I/501Y.V1,0
USA/UT-ARUP-21021117888/2021,20I/501Y.V1,0
USA/IL-CDC-9MF6-8823/2021,20I/501Y.V1,0
Nigeria/CV709/2021,20I/501Y.V1,0
Nigeria/BCVL-18975/2021,20I/501Y.V1,0
Nigeria/BCVL-18611/2021,20I/501Y.V1,0
Nigeria/BCVL-19041/2021,20I/501Y.V1,0
Australia/VIC18164/2021,20I/501Y.V1,0
Nigeria/BCVL-18632/2021,20I/501Y.V1,0
Nigeria/BCVL-18949/2021,20I/501Y.V1,0
Nigeria/BCVL-18302/2021,20I/501Y.V1,0
Poland/NIPH-NIH-37/2021,20I/501Y.V1,0
Poland/2142283197-gx1/2021,20I/501Y.V1,0
Nigeria/CV619/2021,20I/501Y.V1,0
Nigeria/CV685/2021,20I/501Y.V1,0
SriLanka/CMC60597/2020,20I/501Y.V1,0
USA/OK-ADDL-8/2021,20I/501Y.V1,0
SriLanka/CA81615/2021,20I/501Y.V1,0
Turkey/HSGM-1261/2021,20I/501Y.V1,0
Australia/VIC18211/2021,20I/501Y.V1,0
Australia/VIC18094/2021,20I/501Y.V1,0
Australia/VIC18095/2021,20I/501Y.V1,0
Turkey/HSGM-1577/2021,20I/501Y.V1,0
Australia/VIC18083/2021,20I/501Y.V1,0
Australia/VIC18081/2021,20I/501Y.V1,0
Australia/VIC18145/2021,20I/501Y.V1,0
Australia/VIC18082/2021,20I/501Y.V1,0
Slovakia/UKBA-1007/2020,20I/501Y.V1,0
CzechRepublic/NRL_233/2021,20I/501Y.V1,0
CzechRepublic/NRL_235/2021,20I/501Y.V1,0
Slovakia/UKBA-1114/2021,20I/501Y.V1,0
Slovakia/UKBA-1215/2021,20I/501Y.V1,0
Slovakia/UKBA-1221/2021,20I/501Y.V1,0
Austria/CeMM2248/2021,20I/501Y.V1,0
Slovakia/UKBA-1222/2021,20I/501Y.V1,0
Slovakia/UKBA-1216/2021,20I/501Y.V1,0
Slovakia/UKBA-1213/2021,20I/501Y.V1,0
CzechRepublic/NRL_236/2021,20I/501Y.V1,0
Germany/ST-MD591/2021,20I/501Y.V1,0
Germany/ST-MD588/2021,20I/501Y.V1,0
Germany/ST-MD593/2021,20I/501Y.V1,0
Australia/VIC18216/2021,20I/501Y.V1,0
Australia/VIC18215/2021,20I/501Y.V1,0
Australia/VIC18214/2021,20I/501Y.V1,0
England/ALDP-10B60AC/2021,20I/501Y.V1,0
Hungary/UD-P542/2021,20I/501Y.V1,0
NewZealand/21CV0111/2021,20I/501Y.V1,0
Australia/VIC18157/2021,20I/501Y.V1,0
Jordan/AM-ALSR-5774/2021,20I/501Y.V1,0
Jordan/Biolab002/2021,20I/501Y.V1,0
Australia/QLD1499/2021,20I/501Y.V1,0
Hungary/UD-P540/2021,20I/501Y.V1,0
Sweden/RVFOI21-00143/2021,20I/501Y.V1,0
Sweden/RVFOI21-00097/2021,20I/501Y.V1,0
Sweden/RVFOI21-00150/2021,20I/501Y.V1,0
Singapore/182/2021,20I/501Y.V1,0
Singapore/160/2021,20I/501Y.V1,0
Singapore/163/2021,20I/501Y.V1,0
Sweden/RVFOI21-00132/2021,20I/501Y.V1,0
Sweden/RVFOI21-00135/2021,20I/501Y.V1,0
Sweden/RVFOI21-00137/2021,20I/501Y.V1,0
Romania/BUCHAREST-IMT-1/2020,20B,0
Brazil/RS-6215/2020,20B,0
USA/UT-UPHL-2009478/2020,20B,0
USA/UT-UPHL-2012881074/2020,20B,0
Australia/WA499/2020,20B,0
USA/VT-CDC-2-3767478/2020,20B,0
USA/VT-CDC-2-3767586/2020,20B,0
Norway/3328/2020,20B,0
Sweden/20-52952/2020,20B,0
Sweden/20-52936/2020,20B,0
Sweden/20-53257/2020,20B,0
Norway/4893/2020,20B,0
Chile/BI-ISPCH-1-2/2020,20B,0
Oman/205042822/2020,20B,0
Mexico/AGS-InDRE_151/2020,20B,0
Peru/LIM-UPCH-0207/2020,20B,0
Peru/LIM-INS-110/2020,20B,0
Peru/LIM-UPCH-0194/2020,20B,0
Serbia/Sabac-000573004/2020,20B,0
Germany/SL-SU-10451166/2020,20B,0
Serbia/Belgrade-C329421811/2020,20B,0
Slovenia/136912/2020,20B,0
Slovenia/NK7854/2020,20B,0
Serbia/NP363-04/2020,20B,0
NorthMacedonia/19244/2020,20B,0
NorthMacedonia/26332/2020,20B,0
Switzerland/un-33085878/2021,20B,0
NorthMacedonia/20373/2020,20B,0
NorthMacedonia/18333/2020,20B,0
NorthMacedonia/26890/2020,20B,0
NorthMacedonia/CoV-16548/2020,20B,0
NorthMacedonia/5222/2021,20B,0
NorthMacedonia/28988/2020,20B,0
NorthMacedonia/26795/2020,20B,0
NorthMacedonia/15852/2020,20B,0
NorthMacedonia/3053/2020,20B,0
NorthMacedonia/CoV-17120/2020,20B,0
NorthMacedonia/8881/2020,20B,0
NorthMacedonia/18664/2020,20B,0
Serbia/Nis-074650508/2020,20B,0
Sweden/20-53328/2020,20B,0
Australia/WA546/2020,20B,0
Australia/SAP517/2020,20B,0
Austria/CeMM1727/2020,20B,0
Austria/CeMM1817/2020,20B,0
Austria/MUW_1330153/2020,20B,0
Spain/CN-IBV-97016142/2021,20B,0
Austria/MUW_1329645/2020,20B,0
Serbia/KM-050707/2020,20B,0
Luxembourg/LNS6889202/2020,20B,0
BosniaandHerzegovina/VFS-UNSA-LMGFI008/2020,20B,0
BosniaandHerzegovina/VFS-UNSA-LMGFI003/2020,20B,0
Serbia/KM-0560707/2020,20B,0
Serbia/KV65-16-07/2020,20B,0
Switzerland/BL-ETHZ-200000/2020,20B,0
Moldova/ICGEB_MD6/2020,20B,0
Australia/NSW2487/2020,20B,0
Australia/WA544/2020,20B,0
UnitedArabEmirates/3636/2020,20B,0
UnitedArabEmirates/3586/2020,20B,0
Belgium/rega-0506645/2020,20B,0
Peru/AMA-UPCH-0265/2020,20B,0
Gambia/0278/2020,20B,0
Germany/BE-ChVir-W1389-4345/2020,20B,0
Senegal/45436/2020,20B,0
Belarus/ChVir21878/2020,20B,0
Germany/ST-MD379/2021,20B,0
Latvia/193/2020,20B,0
Morocco/RMPS-22/2020,20B,0
Gambia/0531/2020,20B,0
Gambia/GC19-3842/2020,20B,0
Gambia/NPHL-2522/2020,20B,0
Germany/BE-ChVir-W1552-7013/2020,20B,0
Belgium/rega-12111349/2020,20B,0
Portugal/PT2087/2020,20B,0
mink/Poland/Pomorskie_5/2020,20B,0
mink/Poland/Pomorskie_42/2020,20B,0
mink/Poland/Pomorskie_46/2020,20B,0
mink/Poland/Pomorskie_49/2020,20B,0
mink/Poland/Pomorskie_76/2020,20B,0
mink/Poland/Pomorskie_67/2020,20B,0
mink/Poland/Pomorskie_83/2020,20B,0
mink/Poland/Pomorskie_77/2020,20B,0
Bangladesh/CHRF-0084/2020,20B,0
Brazil/PB-29636/2020,20B,0
Brazil/PB-29635/2020,20B,0
Brazil/PB-23853/2020,20B,0
Turkey/23-Ankara-GUMV-50464/2020,20B,0
Australia/WA428/2020,20B,0
England/MILK-B3DD62/2020,20B,0
Russia/KYA-RII-MH10295S/2020,20B,0
Brazil/PB-29639/2020,20B,0
Iceland/4574/2020,20B,0
Mozambique/INS-K007899/2020,20B,0
Nigeria/OS-CV304/2020,20B,0
Nigeria/CV624/2021,20B,0
Slovakia/UKBA-605/2020,20B,0
Australia/WA615/2021,20B,0
Australia/WA353/2020,20B,0
Australia/WA370/2020,20B,0
Australia/WA512/2020,20B,0
Australia/WA538/2020,20B,0
HongKong/VM20149166/2020,20B,0
Brazil/PB-16521/2020,20B,0
Ireland/LH-NVRL-20IRL26172/2020,20B,0
Philippines/PH-RITM-0022/2020,20B,0
Jordan/AM-ALSR-5289/2020,20B,0
Jordan/SEARCH-5485/2020,20B,0
Jordan/SEARCH-5466/2020,20B,0
NewZealand/20CV0610/2020,20B,0
Jordan/AM-ALSR-5300/2020,20B,0
Jordan/IR-ALSR-5279/2020,20B,0
Nigeria/EK084-CV50/2020,20B,0
Canada/NB-NML-3145/2020,20B,0
Nigeria/OY636-CV192/2020,20B,0
Nigeria/CV636/2020,20B,0
Nigeria/CV602/2020,20B,0
Nigeria/NCDC-9d/2020,20B,0
Nigeria/CV631/2020,20B,0
Nigeria/CV626/2020,20B,0
Nigeria/CV627/2020,20B,0
Nigeria/FC-CV533/2020,20B,0
Nigeria/FC-CV536/2020,20B,0
Nigeria/FC-CV534/2020,20B,0
Nigeria/FC-CV535/2020,20B,0
Nigeria/CV570/2020,20B,0
Nigeria/CV630/2020,20B,0
NewZealand/20VR1133/2020,20B,0
UnitedArabEmirates/L0881/2020,20B,0
Oman/205036136/2020,20B,0
Mexico/CMX-INER-0163/2020,20B,0
Venezuela/VEN-89312/2020,20B,0
Peru/LIM-UPCH-0238/2020,20B,0
Ecuador/USFQ-577/2020,20B,0
Ecuador/USFQ-561/2020,20B,0
Ecuador/USFQ-571/2020,20B,0
Ecuador/USFQ-570/2020,20B,0
Colombia/VID-INS-VG-629/2021,20B,0
Colombia/BOG-INS-VG-262/2021,20B,0
Colombia/VID-INS-VG-627/2021,20B,0
Colombia/VID-INS-VG-628/2021,20B,0
Colombia/NSA-INS-VG-108/2020,20B,0
Colombia/DC-INS-VG-457/2021,20B,0
Peru/LIM-UPCH-0286/2020,20B,0
Peru/LIM-UPCH-0352/2020,20B,0
Colombia/DC-INS-VG-71/2020,20B,0
Peru/LIM-UPCH-0328/2020,20B,0
Peru/LIM-UPCH-0243/2020,20B,0
Colombia/DC-INS-4909/2020,20B,0
Peru/LIM-UPCH-0280/2020,20B,0
Peru/MOQ-UPCH-0325/2020,20B,0
Peru/MOQ-UPCH-0332/2020,20B,0
Belgium/ULG-10256/2020,20B,0
Turkey/13-Ankara-GUMV-48663/2020,20B,0
CzechRepublic/IAB20_016_029/2020,20B,0
Switzerland/ZH-ETHZ-461282/2021,20B,0
Switzerland/BS-ETHZ-330433/2020,20B,0
Australia/NSW1190/2020,20B,0
NorthMacedonia/14712/2020,20B,0
Switzerland/AG-ETHZ-480314/2021,20B,0
Switzerland/AG-ETHZ-481094/2021,20B,0
Ecuador/USFQ-054/2020,20B,0
Ecuador/USFQ-193/2020,20B,0
Colombia/NAR-INS-IP0610/2020,20B,0
Ecuador/USFQ-572/2020,20B,0
Ecuador/USFQ-568/2020,20B,0
Ecuador/USFQ-569/2021,20B,0
Ecuador/USFQ-564/2020,20B,0
Ecuador/USFQ-201/2020,20B,0
Ecuador/USFQ-585/2021,20B,0
Ecuador/USFQ-715/2021,20B,0
Ecuador/USFQ-721/2021,20B,0
Ecuador/USFQ-712/2021,20B,0
Netherlands/GE-EMC-299/2020,20B,0
USA/VA-QDX-4476/2020,20B,0
Mexico/NLE-UANL-058/2020,20B,0
Ecuador/USFQ-105/2020,20B,0
USA/PA-CDC-2-3693665/2020,20B,0
